자치구명,범죄대분류,범죄중분류,발생건수
서초구,지능범죄,직무유기,29
서초구,지능범죄,직권남용,38
서초구,지능범죄,증수뢰,8
서초구,지능범죄,통화,4
서초구,지능범죄,문서 인장,204
서초구,지능범죄,유가증권인지,2
서초구,지능범죄,사기,4066
서초구,지능범죄,횡령,1006
서초구,지능범죄,배임,81
서초구,풍속범죄,성풍속범죄,223
서초구,풍속범죄,도박범죄,19
서초구,특별경제범죄,특별경제범죄,684
서초구,마약범죄,마약범죄,252
서초구,보건범죄,보건범죄,257
서초구,환경범죄,환경범죄,4
서초구,교통범죄,교통범죄,2093
서초구,노동범죄,노동범죄,7
서초구,안보범죄,안보범죄,4
서초구,선거범죄,선거범죄,3
서초구,병역범죄,병역범죄,90
서초구,기타범죄,기타범죄,3338
강남구,강력범죄,살인기수,2
강남구,강력범죄,살인미수등,12
강남구,강력범죄,강도,19
강남구,강력범죄,강간,181
강남구,강력범죄,유사강간,38
강남구,강력범죄,강제추행,464
강남구,강력범죄,기타 강간 강제추행등,2
강남구,강력범죄,방화,12
강남구,절도범죄,절도범죄,2480
강남구,폭력범죄,상해,262
강남구,폭력범죄,폭행,2065
강남구,폭력범죄,체포감금,26
강남구,폭력범죄,협박,366
강남구,폭력범죄,약취 유인,5
강남구,폭력범죄,폭력행위등,83
강남구,폭력범죄,공갈,107
강남구,폭력범죄,손괴,651
강남구,지능범죄,직무유기,25
강남구,지능범죄,직권남용,41
강남구,지능범죄,증수뢰,3
강남구,지능범죄,통화,11
강남구,지능범죄,문서 인장,238
강남구,지능범죄,유가증권인지,1
강남구,지능범죄,사기,8077
강남구,지능범죄,횡령,1792
강남구,지능범죄,배임,179
강남구,풍속범죄,성풍속범죄,414
강남구,풍속범죄,도박범죄,74
강남구,특별경제범죄,특별경제범죄,1663
강남구,마약범죄,마약범죄,972
강남구,보건범죄,보건범죄,689
강남구,환경범죄,환경범죄,6
강남구,교통범죄,교통범죄,2989
강남구,노동범죄,노동범죄,18
강남구,안보범죄,안보범죄,4
강남구,선거범죄,선거범죄,3
강남구,병역범죄,병역범죄,124
강남구,기타범죄,기타범죄,5016
송파구,강력범죄,살인기수,2
송파구,강력범죄,살인미수등,6
송파구,강력범죄,강도,9
송파구,강력범죄,강간,64
송파구,강력범죄,유사강간,7
송파구,강력범죄,강제추행,233
송파구,강력범죄,기타 강간 강제추행등,1
송파구,강력범죄,방화,11
송파구,절도범죄,절도범죄,2419
송파구,폭력범죄,상해,125
송파구,폭력범죄,폭행,1431
송파구,폭력범죄,체포감금,6
송파구,폭력범죄,협박,269
송파구,폭력범죄,약취 유인,4
송파구,폭력범죄,폭력행위등,45
송파구,폭력범죄,공갈,104
송파구,폭력범죄,손괴,494
송파구,지능범죄,직무유기,33
송파구,지능범죄,직권남용,21
송파구,지능범죄,증수뢰,2
송파구,지능범죄,통화,15
송파구,지능범죄,문서 인장,186
송파구,지능범죄,유가증권인지,0
송파구,지능범죄,사기,3757
송파구,지능범죄,횡령,1176
송파구,지능범죄,배임,50
송파구,풍속범죄,성풍속범죄,252
송파구,풍속범죄,도박범죄,29
송파구,특별경제범죄,특별경제범죄,684
송파구,마약범죄,마약범죄,160
송파구,보건범죄,보건범죄,200
송파구,환경범죄,환경범죄,3
송파구,교통범죄,교통범죄,2193
송파구,노동범죄,노동범죄,4
송파구,안보범죄,안보범죄,30
송파구,선거범죄,선거범죄,2
송파구,병역범죄,병역범죄,81
송파구,기타범죄,기타범죄,3082
강동구,강력범죄,살인기수,1
강동구,강력범죄,살인미수등,3
강동구,강력범죄,강도,5
강동구,강력범죄,강간,34
강동구,강력범죄,유사강간,6
강동구,강력범죄,강제추행,99
강동구,강력범죄,기타 강간 강제추행등,0
강동구,강력범죄,방화,7
강동구,절도범죄,절도범죄,1676
강동구,폭력범죄,상해,102
강동구,폭력범죄,폭행,893
강동구,폭력범죄,체포감금,9
강동구,폭력범죄,협박,149
강동구,폭력범죄,약취 유인,0
강동구,폭력범죄,폭력행위등,34
강동구,폭력범죄,공갈,33
강동구,폭력범죄,손괴,348
강동구,지능범죄,직무유기,13
강동구,지능범죄,직권남용,12
강동구,지능범죄,증수뢰,1
강동구,지능범죄,통화,2
강동구,지능범죄,문서 인장,86
강동구,지능범죄,유가증권인지,1
강동구,지능범죄,사기,2129
강동구,지능범죄,횡령,454
강동구,지능범죄,배임,18
강동구,풍속범죄,성풍속범죄,155
강동구,풍속범죄,도박범죄,31
강동구,특별경제범죄,특별경제범죄,626
강동구,마약범죄,마약범죄,76
강동구,보건범죄,보건범죄,52
강동구,환경범죄,환경범죄,1
강동구,교통범죄,교통범죄,1045
강동구,노동범죄,노동범죄,0
강동구,안보범죄,안보범죄,2
강동구,선거범죄,선거범죄,2
강동구,병역범죄,병역범죄,63
강동구,기타범죄,기타범죄,1617
