자치구명,시간대,국적,분류,생활인구밀도
서대문구,06-12시,외국인,LONG,1184.441929735274
서대문구,12-18시,외국인,LONG,1118.0406904793356
서대문구,18-24시,외국인,LONG,1105.144444077525
서초구,00-06시,외국인,LONG,200.64288980044583
서초구,06-12시,외국인,LONG,292.4734570973603
서초구,12-18시,외국인,LONG,341.1244603288022
서초구,18-24시,외국인,LONG,257.8313449768287
성동구,00-06시,외국인,LONG,927.021071509238
성동구,06-12시,외국인,LONG,956.2158262559792
성동구,12-18시,외국인,LONG,976.3257847745942
성동구,18-24시,외국인,LONG,944.1633847697076
성북구,00-06시,외국인,LONG,625.0706662598319
성북구,06-12시,외국인,LONG,636.0197215949412
성북구,12-18시,외국인,LONG,598.9767696701851
성북구,18-24시,외국인,LONG,600.3768004633088
송파구,00-06시,외국인,LONG,366.6511735186773
송파구,06-12시,외국인,LONG,390.0043970796741
송파구,12-18시,외국인,LONG,416.2901164356606
송파구,18-24시,외국인,LONG,395.6377969936871
양천구,00-06시,외국인,LONG,277.56004942312586
양천구,06-12시,외국인,LONG,281.5865462613992
양천구,12-18시,외국인,LONG,285.482053818857
양천구,18-24시,외국인,LONG,279.7297383858015
영등포구,00-06시,외국인,LONG,1739.488444919975
영등포구,06-12시,외국인,LONG,1453.1910921035255
영등포구,12-18시,외국인,LONG,1550.75384314929
영등포구,18-24시,외국인,LONG,1785.5008864120375
용산구,00-06시,외국인,LONG,786.8837849872534
용산구,06-12시,외국인,LONG,769.5806657375567
용산구,12-18시,외국인,LONG,784.7020173273786
용산구,18-24시,외국인,LONG,809.1928870870419
은평구,00-06시,외국인,LONG,199.5535658642371
은평구,06-12시,외국인,LONG,196.7269828217672
은평구,12-18시,외국인,LONG,175.74660211265984
은평구,18-24시,외국인,LONG,186.9964016113142
종로구,00-06시,외국인,LONG,635.3830242041598
종로구,06-12시,외국인,LONG,693.3976494082641
종로구,12-18시,외국인,LONG,766.4297143893864
종로구,18-24시,외국인,LONG,675.0692034837643
중구,00-06시,외국인,LONG,1593.63992418991
중구,06-12시,외국인,LONG,1832.733935041536
중구,12-18시,외국인,LONG,2220.179057568172
중구,18-24시,외국인,LONG,1858.293652060296
중랑구,00-06시,외국인,LONG,344.9779704973467
중랑구,06-12시,외국인,LONG,307.3474589830927
중랑구,12-18시,외국인,LONG,280.4924825990374
중랑구,18-24시,외국인,LONG,322.88259010736766
